ID,Agree_IN,ASQ1,ASQ1A,ASQ1B,ASQ1C,ASQ2A,ASQ2AC,SQ1,SQ2,SQ3,SQ4,SQ5,SQ5A,SQ5AA,AQ1,ATQ1_7,AQ1A,AQ1B,Q1,Q1A,RQ1A,Q1B_1,Q1B_2,Q1B_3,Q1B_4,Q1B_5,Q1B_6,Q1B_7,Q1B_8,TQ1B_8,Q2,RQ2,Q3,RQ3,Q4,Q5,Q5A,Q6,Q6A,Q7,RQ7,Q7A_1_1,Q7A_1_2,Q7A_1_3,Q7A_1_4,TQ7A_1_4,Q7A_1_5,Q7A_2_1,Q7A_2_2,Q7A_2_3,Q7A_2_4,TQ7A_2_4,Q7A_2_5,Q7A_3_1,Q7A_3_2,Q7A_3_3,Q7A_3_4,TQ7A_3_4,Q7A_3_5,Q7A_4_1,Q7A_4_2,Q7A_4_3,Q7A_4_4,TQ7A_4_4,Q7A_4_5,Q7A_5_1,Q7A_5_2,Q7A_5_3,Q7A_5_4,TQ7A_5_4,Q7A_5_5,Q7A_6_1,Q7A_6_2,Q7A_6_3,Q7A_6_4,TQ7A_6_4,Q7A_6_5,Q7A_7_1,Q7A_7_2,Q7A_7_3,Q7A_7_4,TQ7A_7_4,Q7A_7_5,Q7A_8_1,Q7A_8_2,Q7A_8_3,Q7A_8_4,TQ7A_8_4,Q7A_8_5,Q7A_9_1,Q7A_9_2,Q7A_9_3,Q7A_9_4,TQ7A_9_4,Q7A_9_5,Q7A_10_1,Q7A_10_2,Q7A_10_3,Q7A_10_4,TQ7A_10_4,Q7A_10_5,Q7A_11_1,Q7A_11_2,Q7A_11_3,Q7A_11_4,TQ7A_11_4,Q7A_11_5,Q7A_12_1,Q7A_12_2,Q7A_12_3,Q7A_12_4,TQ7A_12_4,Q7A_12_5,Q7A_13_1,Q7A_13_2,Q7A_13_3,Q7A_13_4,TQ7A_13_4,Q7A_13_5,Q7A_14_1,Q7A_14_2,Q7A_14_3,Q7A_14_4,TQ7A_14_4,Q7A_14_5,Q7A_15_1,Q7A_15_2,Q7A_15_3,Q7A_15_4,TQ7A_15_4,Q7A_15_5,Q7A_16_1,Q7A_16_2,Q7A_16_3,Q7A_16_4,TQ7A_16_4,Q7A_16_5,Q7A_17_1,Q7A_17_2,Q7A_17_3,Q7A_17_4,TQ7A_17_4,Q7A_17_5,Q7A_18_1,Q7A_18_2,Q7A_18_3,Q7A_18_4,TQ7A_18_4,Q7A_18_5,Q7A_19_1,Q7A_19_2,Q7A_19_3,Q7A_19_4,TQ7A_19_4,Q7A_19_5,Q7A_20_1,Q7A_20_2,Q7A_20_3,Q7A_20_4,TQ7A_20_4,Q7A_20_5,DQ1,DQ2,TDQ2_10,DQ3,DQ3A,DQ4,DQ4A_1,DQ4A_2,DQ4A_3,DQ4A_4,DQ4A_5,DQ4A_6,DQ7A_7,TDQ4A_7,DQ5,TDQ5_11,DQ6,TDQ6_11,D_SQ1,D_SQ2,D_SQ3,D_SQ4,D_SQ5AA,D_DQ1,D_DQ2,D_DQ3,D_DQ3A,D_DQ4,D_DQ5,D_DQ6,WT
95,Y,,,,,,,2,48,2,1,2021-12-16 오전 11:58:40,3,5,,,,,1,3,3,,2,,,,,,,,3,3,2,2,1,1,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,4,1,2,,,,,,,2,,3,,2,8,6,1,1,3,,1,,4,1,2,1.19
96,Y,,,,,,,1,50,5,1,2021-12-16 오전 11:59:38,3,5,,,,,1,14,6,,2,,,,,,,,3,3,0,0,1,1,1,1,1,20,5,9,1,2,2,,1,9,1,2,2,,1,4,1,3,3,,2,4,1,3,3,,2,4,2,3,3,,2,4,1,3,3,,2,4,2,3,3,,2,4,2,3,3,,2,4,2,3,3,,2,4,2,3,3,,2,4,2,3,3,,2,4,1,3,3,,2,4,1,3,3,,2,4,2,3,3,,2,4,2,3,3,,2,4,2,2,3,,2,4,1,3,3,,2,4,1,3,3,,2,3,1,4,1,,1,9,2,4,1,,1,1,3,,4,1,3,1,2,,,,,,,10,,11,102000000,1,9,4,1,1,1,2,3,1,3,4,4,1.04
97,Y,,,,,,,2,50,16,2,2021-12-16 오후 12:00:00,3,5,,,,,1,9,5,,2,,,,,,,,4,3,2,2,1,1,1,3,2,3,3,8,2,2,5,,2,7,2,2,5,,2,2,1,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,4,2,3,1,2,,,,,,,5,,6,,2,9,6,2,1,2,2,3,2,3,3,3,1.16
99,Y,,,,,,,1,62,7,1,2021-12-16 오후 12:00:46,3,5,,,,,1,12,6,,2,,,,,,,,1,1,0,0,4,1,1,3,4,5,4,9,1,4,2,,2,8,1,4,2,,2,9,2,4,1,,2,9,1,3,2,,2,8,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,2,,4,1,2,,,,,,,5,,9,,1,10,6,1,1,1,2,1,,4,3,4,1.08
100,Y,,,,,,,1,38,1,1,2021-12-16 오후 12:00:16,3,5,,,,,1,12,6,,2,,,,,,,,1,1,2,2,1,1,1,3,1,4,3,7,1,2,2,,2,9,1,3,2,,2,7,1,2,2,,2,7,2,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,3,,,3,,,6,,,4,,9,,1,7,1,1,1,1,2,3,2,3,2,4,1.17
101,Y,,,,,,,1,42,16,2,2021-12-16 오후 12:01:25,3,5,,,,,1,3,3,,,3,,,,7,,,4,3,1,1,2,1,1,1,1,1,1,11,2,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,2,1,,,,,,,,,1,,1,,1,8,6,2,1,3,,3,2,1,1,1,1.15
102,Y,,,,,,,2,51,1,1,2021-12-16 오후 12:02:27,3,5,,,,,1,15,6,,2,,,,,,,,1,1,0,0,5,1,3,1,3,15,5,7,2,4,2,,2,7,2,5,2,,2,10,2,2,5,,2,11,2,1,5,,2,10,1,4,2,,2,9,1,2,2,,2,9,1,1,2,,2,6,2,2,7,,2,8,2,2,7,,2,8,2,3,5,,2,8,2,3,5,,2,8,1,5,2,,2,8,2,3,2,,2,7,2,5,2,,2,7,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,4,1,3,1,2,,,,,,,9,,10,,2,9,1,1,1,1,1,3,1,3,4,4,1.17
103,Y,,,,,,,1,50,10,3,2021-12-16 오후 12:03:50,3,5,,,,,1,6,4,,2,,,,,,,,2,2,0,0,1,2,1,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,2,,2,1,,,,,,,,4,,5,,1,9,7,3,1,2,4,1,,2,2,3,1.02
104,Y,,,,,,,1,38,1,1,2021-12-16 오후 12:01:38,3,5,,,,,1,2,2,,2,,,,,,,,1,1,0,0,2,1,1,1,1,3,3,7,2,1,1,,2,7,2,1,6,,2,7,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,1,2,1,,,,,,,,5,,6,,1,7,1,1,1,1,2,3,1,2,3,3,1.17
106,Y,,,,,,,2,50,6,1,2021-12-16 오후 12:02:04,3,5,,,,,2,,,,,,,,,,,,1,1,0,0,3,1,3,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,2,1,,,,,,,,,3,,3,,2,9,3,1,1,3,,3,2,1,2,2,1.25
107,Y,,,,,,,1,56,4,1,2021-12-16 오후 12:02:45,3,5,,,,,1,6,4,,2,,,,,,,,2,2,1,1,1,1,1,1,2,5,4,9,1,2,9,,2,9,1,1,9,,2,8,1,1,9,,2,8,1,1,9,,2,9,1,1,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,3,1,4,1,,,,,,,,6,,7,,1,9,2,1,1,2,4,2,1,4,3,4,1.18
108,Y,,,,,,,1,82,6,1,2021-12-16 오후 12:02:41,3,5,,,,,1,10,5,,2,,,,,,,,6,4,6,4,3,1,2,2,2,3,3,7,1,3,6,,2,8,1,3,1,,2,9,1,3,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,3,,2,,,,,,,1,,5,,1,10,3,1,1,3,,1,,3,1,3,1.1
109,Y,,,,,,,2,32,7,1,2021-12-16 오후 12:03:26,3,5,,,,,1,3,3,,2,,,,,,,,3,3,2,2,3,1,3,1,3,2,2,9,2,1,2,,2,8,2,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,4,2,3,,,3,,,,,,9,,10,,2,7,6,1,1,2,2,3,2,3,4,4,1.16
110,Y,,,,,,,2,52,4,1,2021-12-16 오후 12:05:00,3,5,,,,,1,4,3,,2,,,,,,,,2,2,0,0,3,2,3,3,2,4,3,8,2,2,6,,2,9,2,1,5,,2,7,2,1,6,,2,9,2,2,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,1,4,1,2,,,,,,,10,,11,120000000,2,9,2,1,1,3,,3,1,4,4,4,1.19
111,Y,,,,,,,1,47,4,1,2021-12-16 오후 12:28:35,3,5,,,,,1,2,2,,,3,,,6,7,,,2,2,1,1,5,4,5,1,3,5,4,3,2,2,1,,1,4,2,2,1,,1,8,2,4,1,,1,11,2,3,1,,1,8,1,3,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,4,2,5,1,2,3,,,,,,11,200000000,11,250000000,1,8,2,1,1,1,1,3,2,5,4,4,1.18
112,Y,,,,,,,1,67,9,2,2021-12-16 오후 12:05:07,3,5,,,,,1,5,3,,2,,,,,,,,1,1,1,1,2,2,3,1,2,1,1,8,2,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,2,,2,1,,,,,,,,4,,5,,1,10,2,2,1,2,3,1,,2,2,3,1.16
113,Y,,,,,,,1,41,2,1,2021-12-16 오후 7:38:54,3,5,,,,,1,14,6,,2,,,,,,,,4,3,0,0,2,2,2,2,3,15,5,8,1,4,2,,2,8,1,3,2,,2,8,1,4,2,,2,8,1,3,2,,2,7,1,3,2,,2,7,1,2,2,,2,8,1,3,2,,2,8,1,3,2,,2,8,1,3,2,,2,8,1,3,1,,2,7,1,2,2,,2,8,1,3,2,,2,8,1,3,4,,2,8,1,2,2,,2,8,1,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,1,4,1,2,,,,,,,10,,11,140000000,1,8,6,1,1,1,2,3,1,4,4,4,1.15
114,Y,,,,,,,1,34,4,1,2021-12-16 오후 12:06:57,3,5,,,,,1,5,3,,,3,4,,,7,,,6,4,5,4,2,1,2,3,2,2,2,7,1,3,2,,2,7,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,2,1,,,,,,,,1,,2,,1,7,2,1,1,1,2,3,2,2,1,1,1.24
115,Y,,,,,,,2,50,12,2,2021-12-16 오후 12:09:04,3,5,,,,,1,11,5,,,3,4,,,,,,2,2,1,1,3,1,1,1,4,5,4,6,1,1,2,,2,6,1,1,2,,2,9,1,1,2,,2,9,1,1,2,,2,9,1,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,2,,2,1,,,,,,,,4,,7,,2,9,3,2,1,1,2,1,,2,2,4,1.25
116,Y,,,,,,,1,68,1,1,2021-12-16 오후 12:10:53,3,5,,,,,1,20,6,,,,,,,,8,장례식장,1,1,1,1,3,1,1,1,2,12,5,9,1,1,9,,2,8,2,1,2,,2,7,2,1,9,,2,9,1,1,7,,2,8,2,1,7,,2,7,1,2,4,,2,8,1,2,7,,2,9,2,2,9,,2,10,1,1,4,,2,10,1,2,6,,2,9,1,2,2,,2,11,1,2,10,장레식장,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,2,,3,1,2,,,,,,,1,,5,,1,10,1,1,1,2,3,1,,3,1,3,1.13
117,Y,,,,,,,1,41,10,2,2021-12-16 오후 12:11:04,3,5,,,,,1,14,6,,2,,,,,,,,1,1,0,0,3,1,1,1,1,3,3,9,1,1,2,,2,9,2,1,2,,2,9,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,3,2,1,,,,,,,,,6,,6,,1,8,7,2,1,1,3,2,2,1,3,3,0.88
118,Y,,,,,,,2,27,5,1,2021-12-16 오후 12:10:37,3,5,,,,,1,2,2,,2,,,,,,,,2,2,0,0,5,2,5,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,5,,,3,,,6,,,1,,2,,2,6,4,1,1,3,,1,,5,1,1,1.32
119,Y,,,,,,,1,40,10,2,2021-12-16 오후 12:11:12,3,5,,,,,1,13,6,,2,,,,,,,,1,1,1,1,2,2,3,1,5,2,2,11,1,3,1,,2,10,2,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,2,3,,,3,,,,,,1,,6,,1,8,7,2,1,3,,3,2,3,1,3,0.88
120,Y,,,,,,,2,58,10,2,2021-12-16 오후 12:10:33,3,5,,,,,1,10,5,,2,,,,,,,,3,3,0,0,3,1,3,1,4,7,4,9,2,3,5,,2,6,2,4,5,,2,9,1,2,5,,1,9,2,3,5,,2,9,1,4,5,,2,2,1,1,5,,2,9,2,3,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,2,,2,1,,,,,,,,1,,5,,2,9,7,2,1,1,3,1,,2,1,3,0.95
121,Y,,,,,,,2,28,3,1,2021-12-16 오후 12:12:33,3,5,,,,,1,13,6,,,3,4,,6,,,,1,1,0,0,3,2,3,1,1,10,5,12,2,3,1,,1,9,2,3,1,,1,10,1,2,1,,1,7,2,5,2,,2,8,2,2,2,,2,9,1,1,2,,2,9,2,3,7,,1,6,2,1,2,,2,6,2,1,2,,2,6,2,3,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,4,,,3,,5,,,,4,,10,,2,6,5,1,1,1,2,3,2,4,2,4,1.07
122,Y,,,,,,,2,55,13,2,2021-12-16 오후 12:11:01,3,5,,,,,1,15,6,,2,,,,,,,,2,2,1,1,3,1,3,2,4,5,4,8,2,3,1,,2,10,2,3,1,,2,10,2,3,1,,2,3,2,3,1,,2,1,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,4,2,3,1,2,,,,,,,4,,10,,2,9,4,2,1,2,3,3,2,3,2,4,1.05
123,Y,,,,,,,2,41,9,2,2021-12-16 오후 12:11:01,3,5,,,,,1,12,6,,2,,,,,,,,4,3,5,4,3,1,2,1,3,3,3,7,2,3,2,,2,7,2,3,2,,2,7,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,1,,,,,,,,,5,,5,,2,8,2,2,1,1,2,3,2,1,3,3,1.22
124,Y,,,,,,,2,53,6,1,2021-12-16 오후 12:10:59,3,5,,,,,1,8,4,,2,,,,,,,,3,3,1,1,4,1,1,1,3,20,5,1,2,5,3,,1,1,1,5,3,,1,1,1,5,3,,1,1,1,5,3,,1,1,2,5,3,,1,9,2,4,3,,2,8,2,4,3,,2,8,2,3,3,,2,9,1,4,1,,2,6,2,4,1,,1,6,1,2,1,,2,8,2,1,3,,2,8,2,1,3,,2,7,2,1,3,,2,8,2,1,3,,2,8,2,1,3,,2,1,2,4,3,,1,1,2,4,3,,1,1,1,4,3,,2,8,2,1,3,,2,1,2,,4,2,4,1,2,,,,,,,4,,10,,2,9,3,1,1,1,1,3,2,4,2,4,1.25
125,Y,,,,,,,1,43,15,2,2021-12-16 오후 12:11:26,3,5,,,,,1,15,6,,2,,,,,,,,2,2,1,1,3,3,3,1,4,6,4,7,1,3,2,,2,7,1,3,2,,2,7,1,3,2,,2,7,1,3,2,,2,8,2,5,1,,1,3,1,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,3,1,2,,,,,,,5,,6,,1,8,5,2,1,1,2,3,2,3,3,3,1.24
126,Y,,,,,,,1,45,9,2,2021-12-16 오후 12:12:09,3,5,,,,,1,3,3,,2,,,,,,,,1,1,1,1,4,3,3,2,3,5,4,7,1,3,2,,2,6,2,3,2,,2,8,1,3,5,,2,8,2,3,5,,2,8,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,2,,,3,,,,,,4,,5,,1,8,2,2,1,1,2,3,2,2,2,3,1.18
127,Y,,,,,,,2,49,9,2,2021-12-16 오후 12:13:45,3,5,,,,,1,10,5,,2,,,,,,,,1,1,1,1,2,1,1,1,3,6,4,9,1,4,1,,2,5,1,4,1,,2,6,2,3,1,,2,8,2,3,2,,2,8,1,2,2,,2,7,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,4,1,2,,,,,,,5,,10,,2,8,2,2,1,1,2,3,2,4,3,4,1.22
128,Y,,,,,,,2,54,15,2,2021-12-16 오후 12:12:46,3,5,,,,,1,3,3,,2,,,,,,,,1,1,0,0,1,1,2,2,3,2,2,8,2,1,6,,2,6,1,1,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,4,2,3,,2,,,,,,,4,,5,,2,9,5,2,1,2,3,3,2,3,2,3,1.12
129,Y,,,,,,,2,63,15,2,2021-12-16 오후 12:15:32,3,5,,,,,1,6,4,,2,,,,,,,,2,2,2,2,1,1,1,1,1,1,1,8,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,4,1,2,,,,,,,4,,5,,2,10,5,2,1,3,,1,,4,2,3,1.29
130,Y,,,,,,,1,45,9,2,2021-12-16 오후 12:15:17,3,5,,,,,1,5,3,,,3,,5,,,,,2,2,0,0,3,1,4,1,4,3,3,4,2,2,1,,1,4,1,2,1,,1,8,2,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,4,1,2,,,,,,,6,,7,,1,8,2,2,1,1,2,3,2,4,3,4,1.18
131,Y,,,,,,,1,32,2,1,2021-12-16 오후 12:15:18,3,5,,,,,1,9,5,,2,,,,,,,,1,1,1,1,4,1,2,1,3,5,4,9,1,3,2,,2,7,2,2,2,,2,8,1,2,2,,2,8,1,2,2,,2,7,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,1,,3,1,2,,,,,,,8,,9,,1,7,6,1,1,1,3,1,,3,4,4,1.26
132,Y,,,,,,,2,44,16,2,2021-12-16 오후 12:14:33,3,5,,,,,1,2,2,,2,,,,,,,,10,4,2,2,1,1,1,3,3,3,3,8,1,3,1,,1,3,2,5,1,,1,7,2,1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,2,3,1,2,,,,,,,2,,6,,2,8,6,2,1,3,,3,2,3,1,3,1.19
133,Y,,,,,,,1,49,7,1,2021-12-16 오후 12:14:47,3,5,,,,,1,12,6,,2,,,,,,,,2,2,3,3,3,1,3,2,2,5,4,8,1,2,2,,2,9,2,2,2,,2,4,1,1,2,,2,7,1,1,2,,2,10,2,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,3,2,5,1,2,,,,,,,5,,6,,1,8,6,1,1,1,3,2,2,5,3,3,1.15
134,Y,,,,,,,2,68,16,3,2021-12-16 오후 12:16:01,3,5,,,,,1,10,5,,2,,,,,,,,1,1,1,1,6,3,5,1,5,8,4,10,2,4,2,,2,10,2,4,2,,2,10,2,4,2,,2,10,2,4,2,,2,10,2,4,2,,2,10,2,4,2,,2,10,2,4,2,,2,10,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,1,,1,,,,,,,,,2,,2,,2,10,6,3,1,2,4,1,,1,1,1,1.23
136,Y,,,,,,,1,43,16,2,2021-12-16 오후 12:18:15,3,5,,,,,1,13,6,,2,,,,,,,,1,1,1,1,3,1,1,2,3,5,4,8,2,4,1,,1,3,1,3,1,,1,3,2,4,1,,1,8,1,2,2,,2,8,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,1,4,1,2,,,,,,,10,,11,150000000,1,8,6,2,1,1,2,3,1,4,4,4,1.15
137,Y,,,,,,,1,26,1,1,2021-12-16 오후 12:17:05,3,5,,,,,1,12,6,,2,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,1,1,,,,,,,,,2,,2,,1,6,1,1,1,1,2,3,1,1,1,1,1.18
138,Y,,,,,,,1,51,13,2,2021-12-16 오후 12:20:27,3,5,,,,,1,6,4,,2,,,,,,,,2,2,1,1,3,1,2,2,2,3,3,9,1,1,2,,2,10,1,1,7,,2,8,1,2,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,4,1,2,,,,,,,6,,7,,1,9,4,2,1,1,2,3,2,4,3,4,1.04
139,Y,,,,,,,2,29,3,1,2021-12-16 오후 12:18:10,3,5,,,,,1,12,6,,2,,,,,,,,1,1,0,0,2,1,2,1,1,10,5,9,1,3,1,,1,9,2,3,1,,1,6,2,4,1,,1,6,1,3,1,,1,6,2,3,2,,1,6,1,3,4,,1,9,1,3,2,,2,8,1,3,2,,2,9,1,3,2,,2,9,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,5,,,3,,,6,,,5,,9,,2,6,5,1,1,1,2,3,2,5,3,4,1.07
140,Y,,,,,,,1,41,17,2,2021-12-16 오후 12:19:52,3,5,,,,,1,10,5,,2,,,,,,,,2,2,9,4,1,1,1,1,4,2,2,8,2,4,1,,1,7,1,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,2,1,,,,,,,,4,,5,,1,8,7,2,1,3,,1,,2,2,3,0.88
141,Y,,,,,,,1,59,2,1,2021-12-16 오후 12:22:28,3,5,,,,,1,3,3,,2,,,,,,,,1,1,1,1,2,1,1,3,1,1,1,9,1,2,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,4,2,5,1,2,,,,,,,6,,7,,1,9,6,1,1,1,1,3,2,5,3,4,1.25
